Timestamp,SrcPort,DstPort,FwdPktLenMax,FwdPktLenMin,FwdPktLenMean,Label
2017-05-07 09:30:00,49911,80,313,0,97.1,BENIGN
2017-05-07 09:30:00,49910,80,312,0,97.2,BENIGN
2017-05-07 09:30:00,34647,465,37,0,18.5,BENIGN
2017-05-07 09:30:00,49907,443,46,6,27.66666667,BENIGN
2017-05-07 09:30:00,50075,80,1824,0,312.5,BENIGN
2017-05-07 09:30:00,50082,80,836,0,271.0,BENIGN
2017-05-07 09:30:00,50102,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,39050,443,217,0,41.55555556,BENIGN
2017-05-07 09:30:00,443,39050,31,0,15.5,BENIGN
2017-05-07 09:30:00,41683,80,0,0,0.0,BENIGN
2017-05-07 09:30:00,443,56767,2896,0,1033.714286,BENIGN
2017-05-07 09:30:00,50993,443,6,6,6.0,BENIGN
2017-05-07 09:30:00,41685,80,0,0,0.0,BENIGN
2017-05-07 09:30:00,37279,443,581,0,121.625,BENIGN
2017-05-07 09:30:00,50125,443,517,0,166.3333333,BENIGN
2017-05-07 09:30:00,49611,443,191,0,31.63636364,BENIGN
2017-05-07 09:30:00,49869,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,33326,443,2748,0,529.625,BENIGN
2017-05-07 09:30:00,58304,443,190,0,52.3,BENIGN
2017-05-07 09:30:00,443,58304,0,0,0.0,BENIGN
2017-05-07 09:30:00,47194,80,432,0,117.8181818,BENIGN
2017-05-07 09:30:00,60814,80,1448,0,390.0,BENIGN
2017-05-07 09:30:00,55458,80,0,0,0.0,BENIGN
2017-05-07 09:30:00,50988,80,0,0,0.0,BENIGN
2017-05-07 09:30:00,50127,443,517,0,166.3333333,BENIGN
2017-05-07 09:30:00,42452,80,0,0,0.0,BENIGN
2017-05-07 09:31:00,80,34442,0,0,0.0,BENIGN
2017-05-07 09:30:00,49993,443,465,0,64.69230769,BENIGN
2017-05-07 09:31:00,49963,80,6,6,6.0,BENIGN
2017-05-07 09:31:00,49880,80,6,6,6.0,BENIGN
2017-05-07 09:31:00,49903,80,6,6,6.0,BENIGN
2017-05-07 09:31:00,50128,443,517,0,166.3333333,BENIGN
2017-05-07 09:30:00,36329,443,533,0,105.5333333,BENIGN
2017-05-07 09:30:00,52570,443,654,0,62.53333333,BENIGN
2017-05-07 09:31:00,50028,443,53,6,21.66666667,BENIGN
2017-05-07 09:31:00,45782,6627,2896,0,1326.466667,BENIGN
2017-05-07 09:31:00,50129,443,6,6,6.0,BENIGN
2017-05-07 09:30:00,49939,80,430,0,40.83333333,BENIGN
2017-05-07 09:30:00,47230,443,1285,0,109.8,BENIGN
2017-05-07 09:30:00,50123,80,411,0,45.9,BENIGN
2017-05-07 09:31:00,50263,443,46,6,27.0,BENIGN
2017-05-07 09:31:00,50264,443,46,6,27.0,BENIGN
2017-05-07 09:31:00,443,50264,6,6,6.0,BENIGN
2017-05-07 09:31:00,47034,443,267,0,70.91666667,BENIGN
2017-05-07 09:31:00,50131,443,6,6,6.0,BENIGN
2017-05-07 09:30:00,46916,443,1570,0,125.2,BENIGN
2017-05-07 09:30:00,49930,443,437,0,44.42307692,BENIGN
2017-05-07 09:30:00,52375,443,489,0,157.75,BENIGN
2017-05-07 09:31:00,443,50287,6,6,6.0,BENIGN
2017-05-07 09:31:00,443,50299,31,6,18.5,BENIGN
2017-05-07 09:30:00,49917,80,473,0,24.44,BENIGN
2017-05-07 09:30:00,49896,80,439,0,36.57142857,BENIGN
2017-05-07 09:30:00,49891,443,342,0,40.76923077,BENIGN
2017-05-07 09:30:00,36822,80,314,0,34.88888889,BENIGN
2017-05-07 09:30:00,38506,80,278,0,32.6,BENIGN
2017-05-07 09:30:00,38494,80,276,0,32.4,BENIGN
2017-05-07 09:30:00,38496,80,276,0,32.4,BENIGN
2017-05-07 09:30:00,49954,80,427,0,57.77272727,BENIGN
2017-05-07 09:30:00,49961,80,587,0,133.9545455,BENIGN
2017-05-07 09:30:00,38758,80,1064,0,118.2222222,BENIGN
2017-05-07 09:30:00,50032,443,466,0,34.25,BENIGN
2017-05-07 09:32:00,50267,465,37,6,16.33333333,BENIGN
2017-05-07 09:30:00,50038,80,969,0,65.8125,BENIGN
2017-05-07 09:30:00,49947,80,1061,0,118.7368421,BENIGN
2017-05-07 09:30:00,50109,443,485,0,35.42857143,BENIGN
2017-05-07 09:30:00,50098,80,395,0,28.52941176,BENIGN
2017-05-07 09:30:00,34404,80,397,0,39.7,BENIGN
2017-05-07 09:31:00,50133,443,517,0,166.3333333,BENIGN
2017-05-07 09:30:00,49959,80,824,0,81.78666667,BENIGN
2017-05-07 09:30:00,50009,443,478,0,76.8372093,BENIGN
2017-05-07 09:30:00,47848,443,1325,0,105.4791667,BENIGN
2017-05-07 09:30:00,52037,443,1464,0,84.18181818,BENIGN
2017-05-07 09:30:00,46610,80,437,0,91.04166667,BENIGN
2017-05-07 09:32:00,443,32880,0,0,0.0,BENIGN
2017-05-07 09:30:00,41822,443,575,0,63.41666667,BENIGN
2017-05-07 09:30:00,57349,80,439,0,69.31578947,BENIGN
2017-05-07 09:32:00,57351,80,0,0,0.0,BENIGN
2017-05-07 09:30:00,60786,443,706,0,62.20833333,BENIGN
2017-05-07 09:32:00,443,47324,0,0,0.0,BENIGN
2017-05-07 09:30:00,51754,443,5472,0,553.6153846,BENIGN
2017-05-07 09:30:00,50115,80,387,0,29.4375,BENIGN
2017-05-07 09:32:00,49850,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,33584,443,493,0,103.1470588,BENIGN
2017-05-07 09:32:00,50136,443,517,0,166.3333333,BENIGN
2017-05-07 09:30:00,45873,443,517,0,49.75,BENIGN
2017-05-07 09:30:00,43784,443,544,0,42.89473684,BENIGN
2017-05-07 09:30:00,35200,443,517,0,12.8681672,BENIGN
2017-05-07 09:30:00,47574,443,707,0,64.54545455,BENIGN
2017-05-07 09:30:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:30:00,51956,443,438,0,47.85714286,BENIGN
2017-05-07 09:30:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:30:00,37503,80,446,0,66.9,BENIGN
2017-05-07 09:30:00,54041,443,673,0,47.59090909,BENIGN
2017-05-07 09:30:00,37184,80,435,0,112.7777778,BENIGN
2017-05-07 09:30:00,45864,443,405,0,47.29166667,BENIGN
2017-05-07 09:30:00,50129,443,1547,0,37.78125,BENIGN
2017-05-07 09:30:00,43790,443,549,0,35.96721311,BENIGN
2017-05-07 09:30:00,42911,443,944,0,49.36956522,BENIGN
2017-05-07 09:32:00,443,43769,31,0,15.5,BENIGN
2017-05-07 09:32:00,443,58777,0,0,0.0,BENIGN
2017-05-07 09:30:00,34118,443,356,0,30.73913043,BENIGN
2017-05-07 09:32:00,51754,443,31,0,5.166666667,BENIGN
2017-05-07 09:32:00,50138,443,6,6,6.0,BENIGN
2017-05-07 09:30:00,55152,80,562,0,40.375,BENIGN
2017-05-07 09:30:00,35850,80,337,0,10.87096774,BENIGN
2017-05-07 09:30:00,59228,80,879,0,54.9375,BENIGN
2017-05-07 09:30:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:32:00,34756,50141,6,6,6.0,BENIGN
2017-05-07 09:30:00,49987,443,273,0,28.78378378,BENIGN
2017-05-07 09:33:00,50139,443,6,6,6.0,BENIGN
2017-05-07 09:32:00,49914,443,46,0,25.8,BENIGN
2017-05-07 09:32:00,49886,443,46,6,27.0,BENIGN
2017-05-07 09:33:00,49960,443,46,6,27.0,BENIGN
2017-05-07 09:33:00,443,49919,6,6,6.0,BENIGN
2017-05-07 09:30:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:33:00,50210,465,37,6,16.33333333,BENIGN
2017-05-07 09:33:00,443,43932,45,0,25.33333333,BENIGN
2017-05-07 09:31:00,50824,443,425,0,41.78571429,BENIGN
2017-05-07 09:33:00,50147,443,517,0,166.3333333,BENIGN
2017-05-07 09:33:00,47038,443,267,0,78.11111111,BENIGN
2017-05-07 09:31:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:33:00,443,50297,6,6,6.0,BENIGN
2017-05-07 09:33:00,15268,443,189,0,46.88888889,BENIGN
2017-05-07 09:33:00,443,15267,53,6,21.66666667,BENIGN
2017-05-07 09:33:00,443,15269,53,6,29.5,BENIGN
2017-05-07 09:33:00,15279,443,517,0,43.22222222,BENIGN
2017-05-07 09:33:00,50335,443,199,0,53.3,BENIGN
2017-05-07 09:33:00,50337,443,199,0,53.3,BENIGN
2017-05-07 09:30:00,47406,443,193,0,43.71428571,BENIGN
2017-05-07 09:30:00,58298,443,435,0,66.0625,BENIGN
2017-05-07 09:33:00,50341,443,517,0,101.8333333,BENIGN
2017-05-07 09:33:00,50343,443,517,0,101.8333333,BENIGN
2017-05-07 09:33:00,50270,45033,2920,0,1231.133333,BENIGN
2017-05-07 09:33:00,21,50269,6,6,6.0,BENIGN
2017-05-07 09:33:00,38866,443,46,0,24.6,BENIGN
2017-05-07 09:30:00,62184,53,52,52,52.0,BENIGN
2017-05-07 09:34:00,38356,24222,2896,0,1421.214286,BENIGN
2017-05-07 09:34:00,38356,24222,617,0,308.5,BENIGN
2017-05-07 09:34:00,51301,80,0,0,0.0,BENIGN
2017-05-07 09:34:00,443,58629,242,31,163.0,BENIGN
2017-05-07 09:30:00,61884,53,46,46,46.0,BENIGN
2017-05-07 09:34:00,55263,80,958,0,479.0,BENIGN
2017-05-07 09:30:00,61903,53,64,46,53.66666667,BENIGN
2017-05-07 09:30:00,137,137,50,50,50.0,BENIGN
2017-05-07 09:34:00,41853,80,0,0,0.0,BENIGN
2017-05-07 09:31:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:34:00,36506,80,467,0,119.75,BENIGN
2017-05-07 09:34:00,40347,80,0,0,0.0,BENIGN
2017-05-07 09:34:00,59146,80,0,0,0.0,BENIGN
2017-05-07 09:30:00,61175,53,58,48,53.0,BENIGN
2017-05-07 09:34:00,443,36132,168,0,56.0,BENIGN
2017-05-07 09:33:00,49965,80,329,0,58.83333333,BENIGN
2017-05-07 09:33:00,49954,80,0,0,0.0,BENIGN
2017-05-07 09:34:00,58666,443,517,0,48.9047619,BENIGN
2017-05-07 09:34:00,15259,80,6,6,6.0,BENIGN
2017-05-07 09:34:00,443,48484,31,0,10.33333333,BENIGN
2017-05-07 09:34:00,50152,443,6,6,6.0,BENIGN
2017-05-07 09:34:00,50289,443,314,0,62.9,BENIGN
2017-05-07 09:34:00,57242,443,0,0,0.0,BENIGN
2017-05-07 09:34:00,15258,80,6,6,6.0,BENIGN
2017-05-07 09:34:00,49966,139,194,0,50.7755102,BENIGN
2017-05-07 09:30:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:32:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:32:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:30:00,61983,53,78,48,63.0,BENIGN
2017-05-07 09:34:00,50154,443,6,6,6.0,BENIGN
2017-05-07 09:30:00,60121,53,53,53,53.0,BENIGN
2017-05-07 09:34:00,443,50350,31,6,18.5,BENIGN
2017-05-07 09:34:00,57245,443,565,0,169.8571429,BENIGN
2017-05-07 09:30:00,60065,53,52,52,52.0,BENIGN
2017-05-07 09:31:00,56995,53,44,44,44.0,BENIGN
2017-05-07 09:35:00,443,50009,6,6,6.0,BENIGN
2017-05-07 09:35:00,50158,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,60910,53,55,53,54.0,BENIGN
2017-05-07 09:30:00,52210,53,40,40,40.0,BENIGN
2017-05-07 09:30:00,53933,53,43,43,43.0,BENIGN
2017-05-07 09:30:00,59264,53,69,69,69.0,BENIGN
2017-05-07 09:35:00,50270,443,202,0,57.66666667,BENIGN
2017-05-07 09:35:00,50279,443,2728,0,385.0,BENIGN
2017-05-07 09:35:00,50346,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,62544,53,44,44,44.0,BENIGN
2017-05-07 09:35:00,50171,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50187,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,50218,53,45,45,45.0,BENIGN
2017-05-07 09:35:00,50322,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,50323,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,50324,443,816,0,149.75,BENIGN
2017-05-07 09:35:00,50324,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,50375,80,1174,0,393.3333333,BENIGN
2017-05-07 09:31:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:35:00,443,50213,31,6,18.5,BENIGN
2017-05-07 09:35:00,50227,80,6,0,4.0,BENIGN
2017-05-07 09:32:00,62263,53,52,52,52.0,BENIGN
2017-05-07 09:30:00,62293,53,47,47,47.0,BENIGN
2017-05-07 09:34:00,56147,443,665,0,63.26666667,BENIGN
2017-05-07 09:34:00,56144,443,669,0,63.53333333,BENIGN
2017-05-07 09:30:00,60097,53,51,51,51.0,BENIGN
2017-05-07 09:35:00,50407,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50422,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50247,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50240,80,6,0,3.0,BENIGN
2017-05-07 09:35:00,50233,80,6,0,3.0,BENIGN
2017-05-07 09:35:00,50231,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,80,50231,6,6,6.0,BENIGN
2017-05-07 09:35:00,50419,80,543,0,183.0,BENIGN
2017-05-07 09:30:00,60186,53,62,46,54.0,BENIGN
2017-05-07 09:35:00,50441,80,292,0,99.33333333,BENIGN
2017-05-07 09:35:00,50256,80,329,0,69.4,BENIGN
2017-05-07 09:30:00,62071,53,52,52,52.0,BENIGN
2017-05-07 09:30:00,61418,53,56,56,56.0,BENIGN
2017-05-07 09:35:00,50257,80,6,0,4.0,BENIGN
2017-05-07 09:30:00,61767,53,47,47,47.0,BENIGN
2017-05-07 09:30:00,61741,53,95,95,95.0,BENIGN
2017-05-07 09:31:00,61207,53,58,58,58.0,BENIGN
2017-05-07 09:35:00,50443,80,606,0,154.5,BENIGN
2017-05-07 09:32:00,61224,53,48,48,48.0,BENIGN
2017-05-07 09:35:00,50478,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,50495,443,517,0,203.0,BENIGN
2017-05-07 09:35:00,50304,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50406,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50181,80,378,0,38.0,BENIGN
2017-05-07 09:35:00,50181,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50329,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,50512,80,6,6,6.0,BENIGN
2017-05-07 09:34:00,35910,443,567,0,65.57142857,BENIGN
2017-05-07 09:35:00,50352,443,549,0,111.875,BENIGN
2017-05-07 09:35:00,50189,80,521,0,90.83333333,BENIGN
2017-05-07 09:35:00,443,50337,31,6,14.33333333,BENIGN
2017-05-07 09:35:00,443,50355,31,6,18.5,BENIGN
2017-05-07 09:35:00,443,50344,31,6,18.5,BENIGN
2017-05-07 09:35:00,50345,443,580,0,94.4,BENIGN
2017-05-07 09:35:00,50341,443,582,0,94.6,BENIGN
2017-05-07 09:34:00,57540,443,1096,0,82.94117647,BENIGN
2017-05-07 09:35:00,50395,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50442,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50460,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50461,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50449,80,6,0,4.0,BENIGN
2017-05-07 09:35:00,50470,80,532,0,171.625,BENIGN
2017-05-07 09:35:00,50470,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50501,443,227,0,51.0,BENIGN
2017-05-07 09:35:00,50510,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50360,22,6,6,6.0,BENIGN
2017-05-07 09:35:00,50383,80,1597,0,270.1666667,BENIGN
2017-05-07 09:35:00,45513,443,565,0,115.625,BENIGN
2017-05-07 09:35:00,50451,80,420,0,87.6,BENIGN
2017-05-07 09:35:00,80,50449,6,6,6.0,BENIGN
2017-05-07 09:35:00,443,50358,6,6,6.0,BENIGN
2017-05-07 09:30:00,62502,53,51,51,51.0,BENIGN
2017-05-07 09:30:00,60777,53,46,46,46.0,BENIGN
2017-05-07 09:35:00,50198,80,356,0,110.1,BENIGN
2017-05-07 09:35:00,42316,443,357,0,96.33333333,BENIGN
2017-05-07 09:35:00,50204,80,343,0,89.375,BENIGN
2017-05-07 09:35:00,60082,443,517,0,98.5,BENIGN
2017-05-07 09:35:00,53166,80,365,0,20.55339806,BENIGN
2017-05-07 09:35:00,53172,80,365,0,35.21311475,BENIGN
2017-05-07 09:35:00,50514,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,47090,443,267,0,70.3,BENIGN
2017-05-07 09:35:00,50371,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50372,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50462,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50505,443,896,0,138.5555556,BENIGN
2017-05-07 09:35:00,50505,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,36749,443,0,0,0.0,BENIGN
2017-05-07 09:35:00,50213,80,248,0,74.14285714,BENIGN
2017-05-07 09:35:00,50217,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50215,80,248,0,64.5,BENIGN
2017-05-07 09:35:00,50215,80,6,6,6.0,BENIGN
2017-05-07 09:35:00,50364,80,430,0,57.5,BENIGN
2017-05-07 09:33:00,50052,443,511,0,109.9047619,BENIGN
2017-05-07 09:33:00,15289,80,435,0,30.52941176,BENIGN
2017-05-07 09:35:00,50220,80,254,0,19.44444444,BENIGN
2017-05-07 09:35:00,443,50205,6,6,6.0,BENIGN
2017-05-07 09:35:00,443,50208,6,6,6.0,BENIGN
2017-05-07 09:35:00,49971,36063,617,0,308.5,BENIGN
2017-05-07 09:35:00,36063,49971,0,0,0.0,BENIGN
2017-05-07 09:35:00,50516,443,6,6,6.0,BENIGN
2017-05-07 09:30:00,60273,53,95,45,70.0,BENIGN
2017-05-07 09:34:00,51259,443,851,0,58.80952381,BENIGN
2017-05-07 09:35:00,50310,80,439,0,53.44444444,BENIGN
2017-05-07 09:33:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:36:00,50507,80,6,6,6.0,BENIGN
2017-05-07 09:36:00,50175,80,6,6,6.0,BENIGN
2017-05-07 09:34:00,58553,80,437,0,65.55,BENIGN
2017-05-07 09:34:00,47266,443,328,0,15.14893617,BENIGN
2017-05-07 09:34:00,57664,443,770,0,46.20833333,BENIGN
2017-05-07 09:36:00,443,54099,31,0,10.33333333,BENIGN
2017-05-07 09:35:00,50321,80,497,0,46.41666667,BENIGN
2017-05-07 09:34:00,33124,80,437,0,65.55,BENIGN
2017-05-07 09:36:00,50517,443,6,6,6.0,BENIGN
2017-05-07 09:35:00,50472,80,566,0,67.55555556,BENIGN
2017-05-07 09:35:00,50426,80,427,0,99.91666667,BENIGN
2017-05-07 09:35:00,50483,443,356,0,52.92857143,BENIGN
2017-05-07 09:35:00,50244,80,1017,0,146.5,BENIGN
2017-05-07 09:36:00,50245,80,6,6,6.0,BENIGN
2017-05-07 09:36:00,50244,80,6,6,6.0,BENIGN
2017-05-07 09:36:00,50193,80,6,6,6.0,BENIGN
2017-05-07 09:36:00,50518,443,517,0,166.3333333,BENIGN
2017-05-07 09:36:00,443,15292,31,6,18.5,BENIGN
2017-05-07 09:34:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:34:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:35:00,50194,443,1061,0,122.2592593,BENIGN
2017-05-07 09:34:00,37103,443,610,0,91.66666667,BENIGN
2017-05-07 09:36:00,50519,443,6,6,6.0,BENIGN
2017-05-07 09:36:00,53590,21,43,0,8.8,BENIGN
2017-05-07 09:35:00,50211,443,226,0,15.89968652,BENIGN
2017-05-07 09:34:00,50349,443,826,0,61.04761905,BENIGN
2017-05-07 09:35:00,50473,80,510,0,43.84615385,BENIGN
2017-05-07 09:36:00,15273,443,46,0,25.8,BENIGN
2017-05-07 09:33:00,50314,443,202,0,48.0,BENIGN
2017-05-07 09:33:00,50313,443,1380,0,155.4230769,BENIGN
2017-05-07 09:36:00,443,50308,6,6,6.0,BENIGN
2017-05-07 09:36:00,50316,443,46,6,27.0,BENIGN
2017-05-07 09:36:00,443,50315,6,6,6.0,BENIGN
2017-05-07 09:36:00,443,50174,6,6,6.0,BENIGN
2017-05-07 09:35:00,50318,443,2687,0,156.95,BENIGN
2017-05-07 09:35:00,50314,443,2689,0,157.05,BENIGN
2017-05-07 09:35:00,50284,80,630,0,44.625,BENIGN
2017-05-07 09:35:00,50281,80,1368,0,90.75,BENIGN
2017-05-07 09:35:00,50409,80,287,0,22.17647059,BENIGN
2017-05-07 09:35:00,50399,80,319,0,25.1875,BENIGN
2017-05-07 09:35:00,50424,80,434,0,53.22222222,BENIGN
2017-05-07 09:35:00,50437,80,581,0,41.5625,BENIGN
2017-05-07 09:37:00,80,50390,6,6,6.0,BENIGN
2017-05-07 09:37:00,80,50435,6,6,6.0,BENIGN
2017-05-07 09:35:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:37:00,50183,443,46,46,46.0,BENIGN
2017-05-07 09:37:00,34711,465,362,0,88.73333333,BENIGN
2017-05-07 09:37:00,60398,443,178,0,47.5,BENIGN
2017-05-07 09:35:00,54646,389,403,0,201.5,BENIGN
2017-05-07 09:37:00,40384,22,456,0,64.97560976,BENIGN
2017-05-07 09:30:00,60788,53,52,52,52.0,BENIGN
2017-05-07 09:37:00,49972,139,194,0,50.7755102,BENIGN
2017-05-07 09:37:00,49972,139,0,0,0.0,BENIGN
2017-05-07 09:37:00,15312,80,6,0,4.0,BENIGN
2017-05-07 09:37:00,15310,443,198,0,42.11111111,BENIGN
2017-05-07 09:37:00,47097,443,267,0,77.36363636,BENIGN
2017-05-07 09:35:00,123,123,48,48,48.0,BENIGN
2017-05-07 09:37:00,15323,465,378,0,87.25,BENIGN
2017-05-07 09:35:00,50195,443,219,0,27.47222222,BENIGN
2017-05-07 09:35:00,50285,443,295,0,20.11764706,BENIGN
2017-05-07 09:36:00,58562,80,437,0,27.3125,BENIGN
2017-05-07 09:38:00,50207,443,46,0,25.8,BENIGN
2017-05-07 09:38:00,443,50272,6,6,6.0,BENIGN
2017-05-07 09:38:00,443,50293,6,6,6.0,BENIGN
2017-05-07 09:38:00,50343,443,46,6,32.66666667,BENIGN
2017-05-07 09:38:00,50264,443,46,6,27.0,BENIGN
2017-05-07 09:38:00,50332,443,46,6,27.0,BENIGN
2017-05-07 09:38:00,50362,443,46,6,27.0,BENIGN
2017-05-07 09:38:00,443,50384,46,6,27.66666667,BENIGN
2017-05-07 09:30:00,61150,53,56,42,49.0,BENIGN
2017-05-07 09:30:00,61725,53,52,52,52.0,BENIGN
2017-05-07 09:38:00,50254,80,430,0,145.3333333,BENIGN
2017-05-07 09:38:00,50252,80,430,0,145.3333333,BENIGN
2017-05-07 09:38:00,50253,80,6,6,6.0,BENIGN
2017-05-07 09:30:00,61344,53,58,58,58.0,BENIGN
2017-05-07 09:38:00,50532,443,6,6,6.0,BENIGN
2017-05-07 09:31:00,51224,53,55,55,55.0,BENIGN
2017-05-07 09:30:00,61163,53,41,41,41.0,BENIGN
2017-05-07 09:38:00,50376,443,201,0,55.8,BENIGN
2017-05-07 09:38:00,50255,80,6,6,6.0,BENIGN
